総合NO,弾NO,販売日,呼称,略称,コレクションナンバー,大分類,小分類,カード名,レアリティ,A,B
1688,453,2020年11月20日,ソード&シールド ハイクラスパック シャイニースターV,S4a,329/190,ポケモン,鋼,ザシアンV,UR,,
1689,454,2020年11月20日,ソード&シールド ハイクラスパック シャイニースターV,S4a,330/190,ポケモン,鋼,ザマゼンタV,UR,,
1690,1,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,001/021,ポケモン,草,フシギバナV,RR,,
1691,2,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,002/021,ポケモン,草,フシギバナVMAX,RRR,,
1692,3,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,003/021,ポケモン,草,ヤンヤンマ,,,
1693,4,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,004/021,ポケモン,草,メガヤンマ,,,
1694,5,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,005/021,ポケモン,草,セレビィ,,,
1695,6,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,006/021,ポケモン,草,サボネア,,,
1696,7,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,007/021,ポケモン,草,トロピウス,,,
1697,8,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,008/021,ポケモン,草,ヒメンカ,,,
1698,9,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,009/021,ポケモン,草,ワタシラガ,,,
1699,10,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,010/021,ポケモン,草,ザルード,,,
1700,11,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,011/021,トレーナーズ,グッズ,きずぐすり,,,
1701,12,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,012/021,トレーナーズ,グッズ,クイックボール,,,
1702,13,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,013/021,トレーナーズ,グッズ,しんかのおこう,,,
1703,14,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,014/021,トレーナーズ,グッズ,ポケギア3.0,,,
1704,15,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,015/021,トレーナーズ,グッズ,ポケモンいれかえ,,,
1705,16,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,016/021,トレーナーズ,サポート,博士の研究 アララギ博士,,,
1706,17,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,017/021,トレーナーズ,サポート,ビート,,,
1707,18,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,018/021,トレーナーズ,サポート,ボスの指令 フラダリ,,,
1708,19,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,019/021,トレーナーズ,サポート,ホップ,,,
1709,20,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,020/021,トレーナーズ,サポート,マリィ,,,
1710,21,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,021/021,トレーナーズ,サポート,ヤロー,,,
1711,22,2020年12月04日,ソード&シールド スターターセットVMAX フシギバナ,SEF,GRA,エネルギー,草,基本草エネルギー,,,
1712,23,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,001/020,ポケモン,水,カメックスV,RR,,
1713,24,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,002/020,ポケモン,水,カメックスVMAX,RRR,,
1714,25,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,003/020,ポケモン,水,タッツー,,,
1715,26,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,004/020,ポケモン,水,ブイゼル,,,
1716,27,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,005/020,ポケモン,水,フローゼル,,,
1717,28,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,006/020,ポケモン,水,マナフィ,,,
1718,29,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,007/020,ポケモン,水,ボルケニオン,,,
1719,30,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,008/020,ポケモン,水,カムカメ,,,
1720,31,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,009/020,ポケモン,水,カジリガメ,,,
1721,32,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,010/020,ポケモン,水,ウッウ,,,
1722,33,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,011/020,トレーナーズ,グッズ,クイックボール,,,
1723,34,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,012/020,トレーナーズ,グッズ,クラッシュハンマー,,,
1724,35,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,013/020,トレーナーズ,グッズ,しんかのおこう,,,
1725,36,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,014/020,トレーナーズ,グッズ,ポケギア3.0,,,
1726,37,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,015/020,トレーナーズ,グッズ,ポケモンいれかえ,,,
1727,38,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,016/020,トレーナーズ,サポート,博士の研究 アララギ博士,,,
1728,39,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,017/020,トレーナーズ,サポート,ボスの指令 フラダリ,,,
1729,40,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,018/020,トレーナーズ,サポート,ホップ,,,
1730,41,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,019/020,トレーナーズ,サポート,マリィ,,,
1731,42,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,020/020,トレーナーズ,サポート,ルリナ,,,
1732,43,2020年12月04日,ソード&シールド スターターセットVMAX カメックス,SEK,WAT,エネルギー,水,基本水エネルギー,,,
1733,44,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,001/021,ポケモン,炎,リザードンV,RR,,
1734,45,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,002/021,ポケモン,炎,リザードンVMAX,RRR,,
1735,46,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,003/021,ポケモン,炎,ビクティニ,,,
1736,47,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,004/021,ポケモン,闘,ジガルデ,,,
1737,48,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,005/021,ポケモン,闘,タンドン,,,
1738,49,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,006/021,ポケモン,闘,トロッゴン,,,
1739,50,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,007/021,ポケモン,闘,セキタンザン,,,
1740,51,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,008/021,ポケモン,無,ケンタロス,,,
1741,52,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,009/021,トレーナーズ,グッズ,クイックボール,,,
1742,53,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,010/021,トレーナーズ,グッズ,しんかのおこう,,,
1743,54,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,011/021,トレーナーズ,グッズ,スマホロトム,,,
1744,55,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,012/021,トレーナーズ,グッズ,ふしぎなアメ,,,
1745,56,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,013/021,トレーナーズ,グッズ,ポケギア3.0,,,
1746,57,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,014/021,トレーナーズ,グッズ,ポケモンいれかえ,,,
1747,58,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,015/021,トレーナーズ,グッズ,ポケモンキャッチャー,,,
1748,59,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,016/021,トレーナーズ,グッズ,リセットスタンプ,,,
1749,60,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,017/021,トレーナーズ,サポート,博士の研究 アララギ博士,,,
1750,61,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,018/021,トレーナーズ,サポート,ポケモンごっこ,,,
1751,62,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,019/021,トレーナーズ,サポート,ホップ,,,
1752,63,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,020/021,トレーナーズ,サポート,マリィ,,,
1753,64,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,021/021,トレーナーズ,サポート,ヤロー,,,
1754,65,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,FIR,エネルギー,炎,基本炎エネルギー,,,
1755,66,2020年12月04日,ソード&シールド VMAX 対戦トリプルスターターセット,SC2,FIG,エネルギー,闘,基本闘エネルギー,,,
1756,1,2021年01月22日,ソード&シールド 拡張パック 一撃マスター,S5I,001/070,ポケモン,草,サボネア,C,,
1757,2,2021年01月22日,ソード&シールド 拡張パック 一撃マスター,S5I,002/070,ポケモン,草,ノクタス,C,,
1758,3,2021年01月22日,ソード&シールド 拡張パック 一撃マスター,S5I,003/070,ポケモン,草,アイアント,C,,
1759,4,2021年01月22日,ソード&シールド 拡張パック 一撃マスター,S5I,004/070,ポケモン,草,コフキムシ,C,,
1760,5,2021年01月22日,ソード&シールド 拡張パック 一撃マスター,S5I,005/070,ポケモン,草,コフーライ,C,,
1761,6,2021年01月22日,ソード&シールド 拡張パック 一撃マスター,S5I,006/070,ポケモン,草,ビビヨン,U,,
1762,7,2021年01月22日,ソード&シールド 拡張パック 一撃マスター,S5I,009/070,ポケモン,炎,エンテイ,R,,
1763,8,2021年01月22日,ソード&シールド 拡張パック 一撃マスター,S5I,010/070,ポケモン,炎,ポカブ,C,,
1764,9,2021年01月22日,ソード&シールド 拡張パック 一撃マスター,S5I,011/070,ポケモン,炎,チャオブー,U,,
1765,10,2021年01月22日,ソード&シールド 拡張パック 一撃マスター,S5I,012/070,ポケモン,炎,エンブオー,R,,
1766,11,2021年01月22日,ソード&シールド 拡張パック 一撃マスター,S5I,013/070,ポケモン,炎,ヤトウモリ,C,,
1767,12,2021年01月22日,ソード&シールド 拡張パック 一撃マスター,S5I,014/070,ポケモン,炎,エンニュート,U,,
